stair.thisTrialN,stair.stepSize,stair.intensity,thisRow.t,notes,trial.started,fixation.started,fixation.stopped,grating.started,key_resp.started,grating.stopped,trial.stopped,corrAns,tilt,key_resp.corr,stair.response,key_resp.rt,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
74,0.5,15.5,76.23592039999994,,76.23001950000003,76.23592039999994,76.7222268999999,76.7222268999999,76.7222268999999,,76.72982749999983,left,-15.5,1,1,0.0013768999999683729,Subject 1,"001",2025-09-02_14h00.31.563,adaptive_staircase,,2025.2.0,143.77835129366915,2025-09-02 14h00.31.596897 +0530,
75,0.5,15.5,76.73606569999993,,76.7299481,76.73606569999993,77.2222933999999,77.2222933999999,77.2222933999999,77.51412269999992,77.50785529999985,right,15.5,0,0,0.28491650000000845,Subject 1,"001",2025-09-02_14h00.31.563,adaptive_staircase,,2025.2.0,143.77835129366915,2025-09-02 14h00.31.596897 +0530,
76,0.5,16.0,77.51412269999992,,77.50797829999988,77.51412269999992,78.00046099999986,78.00046099999986,78.00046099999986,,78.27167289999988,left,-16.0,1,1,0.26948809999998957,Subject 1,"001",2025-09-02_14h00.31.563,adaptive_staircase,,2025.2.0,143.77835129366915,2025-09-02 14h00.31.596897 +0530,
77,0.5,16.0,78.2777478999999,,78.27180639999983,78.2777478999999,78.76372070000002,78.76372070000002,78.76372070000002,79.05538460000002,79.08358429999998,right,16.0,0,0,0.3175986000001103,Subject 1,"001",2025-09-02_14h00.31.563,adaptive_staircase,,2025.2.0,143.77835129366915,2025-09-02 14h00.31.596897 +0530,
78,0.5,16.5,79.09053249999988,,79.08375359999991,79.09053249999988,79.57631309999988,79.57631309999988,79.57631309999988,79.86876689999986,79.91704619999996,left,-16.5,1,1,0.33453380000014477,Subject 1,"001",2025-09-02_14h00.31.563,adaptive_staircase,,2025.2.0,143.77835129366915,2025-09-02 14h00.31.596897 +0530,
79,0.5,16.5,79.92361499999993,,79.91716839999981,79.92361499999993,80.40999079999983,80.40999079999983,80.40999079999983,80.70166299999983,80.74430859999984,right,16.5,1,1,0.3309724999999162,Subject 1,"001",2025-09-02_14h00.31.563,adaptive_staircase,,2025.2.0,143.77835129366915,2025-09-02 14h00.31.596897 +0530,
80,0.5,16.5,80.74966380000001,,80.74442639999984,80.74966380000001,81.23638859999983,81.23638859999983,81.23638859999983,81.52808119999986,81.5348727999999,right,16.5,0,0,0.29337379999992663,Subject 1,"001",2025-09-02_14h00.31.563,adaptive_staircase,,2025.2.0,143.77835129366915,2025-09-02 14h00.31.596897 +0530,
81,0.5,17.0,81.54160830000001,,81.53498779999995,81.54160830000001,82.02783079999995,82.02783079999995,82.02783079999995,,82.20143559999997,right,17.0,1,1,0.16986560000009376,Subject 1,"001",2025-09-02_14h00.31.563,adaptive_staircase,,2025.2.0,143.77835129366915,2025-09-02 14h00.31.596897 +0530,
82,0.5,17.0,82.20855899999992,,82.20154759999991,82.20855899999992,82.69429159999981,82.69429159999981,82.69429159999981,82.98645529999999,83.0071226,left,-17.0,0,0,0.31118910000009237,Subject 1,"001",2025-09-02_14h00.31.563,adaptive_staircase,,2025.2.0,143.77835129366915,2025-09-02 14h00.31.596897 +0530,
83,0.5,17.5,83.01375769999981,,83.00724639999999,83.01375769999981,83.5002144,83.5002144,83.5002144,,83.68105749999995,left,-17.5,1,1,0.17583980000017618,Subject 1,"001",2025-09-02_14h00.31.563,adaptive_staircase,,2025.2.0,143.77835129366915,2025-09-02 14h00.31.596897 +0530,
84,0.5,17.5,83.68731669999988,,83.68118269999991,83.68731669999988,84.17368269999997,84.17368269999997,84.17368269999997,,84.27849339999989,right,17.5,0,0,0.09763280000015584,Subject 1,"001",2025-09-02_14h00.31.563,adaptive_staircase,,2025.2.0,143.77835129366915,2025-09-02 14h00.31.596897 +0530,
85,0.5,18.0,84.28492059999985,,84.27860709999982,84.28492059999985,84.77108079999994,84.77108079999994,84.77108079999994,85.06252899999981,85.12551749999989,right,18.0,0,0,0.3506913999999597,Subject 1,"001",2025-09-02_14h00.31.563,adaptive_staircase,,2025.2.0,143.77835129366915,2025-09-02 14h00.31.596897 +0530,
86,0.5,18.5,85.13200189999998,,85.12564350000002,85.13200189999998,85.6178097999998,85.6178097999998,85.6178097999998,85.9097898,85.9586311999999,right,18.5,1,1,0.33899539999993067,Subject 1,"001",2025-09-02_14h00.31.563,adaptive_staircase,,2025.2.0,143.77835129366915,2025-09-02 14h00.31.596897 +0530,
87,0.5,18.5,85.96543550000001,,85.95875019999994,85.96543550000001,86.45120689999999,86.45120689999999,86.45120689999999,86.74312529999997,86.87483359999987,right,18.5,1,1,0.41938230000005206,Subject 1,"001",2025-09-02_14h00.31.563,adaptive_staircase,,2025.2.0,143.77835129366915,2025-09-02 14h00.31.596897 +0530,
88,0.5,18.5,86.88212139999996,,86.87495719999993,86.88212139999996,87.3678633999998,87.3678633999998,87.3678633999998,87.65940019999994,87.74338599999987,left,-18.5,0,0,0.368599500000073,Subject 1,"001",2025-09-02_14h00.31.563,adaptive_staircase,,2025.2.0,143.77835129366915,2025-09-02 14h00.31.596897 +0530,
89,0.5,19.0,87.74983869999983,,87.74353699999983,87.74983869999983,88.23591869999996,88.23591869999996,88.23591869999996,88.52826349999987,88.68115209999996,left,-19.0,1,1,0.4435710000000199,Subject 1,"001",2025-09-02_14h00.31.563,adaptive_staircase,,2025.2.0,143.77835129366915,2025-09-02 14h00.31.596897 +0530,
90,0.5,19.0,88.68709999999987,,88.68127659999982,88.68709999999987,89.17412459999991,89.17412459999991,89.17412459999991,,89.43728009999995,right,19.0,1,1,0.2608260000001792,Subject 1,"001",2025-09-02_14h00.31.563,adaptive_staircase,,2025.2.0,143.77835129366915,2025-09-02 14h00.31.596897 +0530,
91,0.5,19.0,89.44441039999992,,89.43739219999998,89.44441039999992,89.93020249999995,89.93020249999995,89.93020249999995,,90.13275060000001,right,19.0,0,0,0.20032029999993028,Subject 1,"001",2025-09-02_14h00.31.563,adaptive_staircase,,2025.2.0,143.77835129366915,2025-09-02 14h00.31.596897 +0530,
92,0.5,19.5,90.13859909999996,,90.13288390000002,90.13859909999996,90.62506749999989,90.62506749999989,90.62506749999989,90.91675369999984,91.05529460000002,right,19.5,0,0,0.42693819999999505,Subject 1,"001",2025-09-02_14h00.31.563,adaptive_staircase,,2025.2.0,143.77835129366915,2025-09-02 14h00.31.596897 +0530,
93,0.5,20.0,91.06219339999984,,91.05542339999988,91.06219339999984,91.54827579999983,91.54827579999983,91.54827579999983,91.84097589999988,91.8749307999999,left,-20.0,1,1,0.3230794999999489,Subject 1,"001",2025-09-02_14h00.31.563,adaptive_staircase,,2025.2.0,143.77835129366915,2025-09-02 14h00.31.596897 +0530,
94,0.5,20.0,91.88193179999985,,91.87507570000002,91.88193179999985,92.36813859999984,92.36813859999984,92.36813859999984,92.65999349999993,92.74384739999982,left,-20.0,1,1,0.36828459999992447,Subject 1,"001",2025-09-02_14h00.31.563,adaptive_staircase,,2025.2.0,143.77835129366915,2025-09-02 14h00.31.596897 +0530,
95,0.5,20.0,92.74959089999993,,92.74396419999994,92.74959089999993,93.23670459999994,93.23670459999994,93.23670459999994,93.52827109999998,93.61919289999992,left,-20.0,1,1,0.37589600000001155,Subject 1,"001",2025-09-02_14h00.31.563,adaptive_staircase,,2025.2.0,143.77835129366915,2025-09-02 14h00.31.596897 +0530,
96,0.5,19.5,93.62535819999994,,93.61931849999996,93.62535819999994,94.11157279999998,94.11157279999998,94.11157279999998,94.40307589999998,94.42406299999993,left,-19.5,1,1,0.3074728999999934,Subject 1,"001",2025-09-02_14h00.31.563,adaptive_staircase,,2025.2.0,143.77835129366915,2025-09-02 14h00.31.596897 +0530,
97,0.5,19.5,94.43158159999984,,94.42418079999993,94.43158159999984,94.9168365999999,94.9168365999999,94.9168365999999,95.20815700000003,95.28484589999994,left,-19.5,1,1,0.3614313000000493,Subject 1,"001",2025-09-02_14h00.31.563,adaptive_staircase,,2025.2.0,143.77835129366915,2025-09-02 14h00.31.596897 +0530,
98,0.5,19.5,95.2915622999999,,95.28495829999997,95.2915622999999,95.7778874999999,95.7778874999999,95.7778874999999,,95.9928868999998,right,19.5,0,0,0.21259749999990163,Subject 1,"001",2025-09-02_14h00.31.563,adaptive_staircase,,2025.2.0,143.77835129366915,2025-09-02 14h00.31.596897 +0530,
99,0.5,20.0,95.9999292,,95.9930139999999,95.9999292,96.48597159999986,96.48597159999986,96.48597159999986,96.77769449999982,96.8127113999999,left,-20.0,1,1,0.32091190000005554,Subject 1,"001",2025-09-02_14h00.31.563,adaptive_staircase,,2025.2.0,143.77835129366915,2025-09-02 14h00.31.596897 +0530,
