Word,Color,Stimulus_Condition,Correct_Response,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instruction.started,text_2.started,Instruction.stopped,trial.started,fixation.started,fixation.stopped,text.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,Thankyou.started,text_3.started,text_3.stopped,Thankyou.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,0.008620900000096299,0.01870969999981753,1.0034919999998237,,,,,,,,,,,,,,,subject2,"001",2025-08-25_17h30.34.790,StroopTask,,2025.2.0,122.74923926140416,2025-08-25 17h30.34.908376 +0530,
BLUE,blue,C,b,0,0,0,b,1,0.5811702999999397,None,0,0,0,3,1.0242428999999902,,,,,1.014233800000511,1.0242428999999902,1.4902861999999004,1.4902861999999004,1.4902861999999004,2.0850052000005235,b,1,0.5811702999999397,None,,,,,subject2,"001",2025-08-25_17h30.34.790,StroopTask,,2025.2.0,122.74923926140416,2025-08-25 17h30.34.908376 +0530,
RED,red,C,r,1,1,0,r,1,0.5970594000000347,None,0,1,1,0,2.0926331000000573,,,,,2.087837099999888,2.0926331000000573,2.579506699999911,2.579506699999911,2.579506699999911,3.178219600000375,r,1,0.5970594000000347,None,,,,,subject2,"001",2025-08-25_17h30.34.790,StroopTask,,2025.2.0,122.74923926140416,2025-08-25 17h30.34.908376 +0530,
BLUE,red,I,r,2,2,0,r,1,1.1214595999999801,None,0,2,2,2,3.1846519000000626,,,,,3.179758799999945,3.1846519000000626,3.6685314000005746,3.6685314000005746,3.6685314000005746,4.793766800000412,r,1,1.1214595999999801,None,,,,,subject2,"001",2025-08-25_17h30.34.790,StroopTask,,2025.2.0,122.74923926140416,2025-08-25 17h30.34.908376 +0530,
RED,blue,I,b,3,3,0,b,1,0.9603847999997015,None,0,3,3,1,4.8005763000001025,,,,,4.795338900000388,4.8005763000001025,5.286173899999994,5.286173899999994,5.286173899999994,6.247325999999703,b,1,0.9603847999997015,None,,,,,subject2,"001",2025-08-25_17h30.34.790,StroopTask,,2025.2.0,122.74923926140416,2025-08-25 17h30.34.908376 +0530,
RED,blue,I,b,4,0,1,b,1,0.7183416999996552,None,1,0,4,1,6.255318499999703,,,,,6.247863499999767,6.255318499999703,6.74462560000029,6.74462560000029,6.74462560000029,7.469890999999734,b,1,0.7183416999996552,None,,,,,subject2,"001",2025-08-25_17h30.34.790,StroopTask,,2025.2.0,122.74923926140416,2025-08-25 17h30.34.908376 +0530,
BLUE,red,I,r,5,1,1,r,1,0.6539597000000867,None,1,1,5,2,7.4762709000006,,,,,7.471405000000232,7.4762709000006,7.964388500000496,7.964388500000496,7.964388500000496,8.621256700000231,r,1,0.6539597000000867,None,,,,,subject2,"001",2025-08-25_17h30.34.790,StroopTask,,2025.2.0,122.74923926140416,2025-08-25 17h30.34.908376 +0530,
RED,red,C,r,6,2,1,r,1,0.6378943999998228,None,1,2,6,0,8.62751279999975,,,,,8.62274030000026,8.62751279999975,9.11550520000037,9.11550520000037,9.11550520000037,9.756696399999782,r,1,0.6378943999998228,None,,,,,subject2,"001",2025-08-25_17h30.34.790,StroopTask,,2025.2.0,122.74923926140416,2025-08-25 17h30.34.908376 +0530,
BLUE,blue,C,b,7,3,1,b,1,0.7348824000000604,None,1,3,7,3,9.763817000000017,,,,,9.759084199999961,9.763817000000017,10.252190600000176,10.252190600000176,10.252190600000176,10.990360200000396,b,1,0.7348824000000604,None,,,,,subject2,"001",2025-08-25_17h30.34.790,StroopTask,,2025.2.0,122.74923926140416,2025-08-25 17h30.34.908376 +0530,
RED,red,C,r,8,0,2,r,1,0.5576915999999983,None,2,0,8,0,10.997083799999928,,,,,10.992576399999962,10.997083799999928,11.486184800000046,11.486184800000046,11.486184800000046,12.046801399999822,r,1,0.5576915999999983,None,,,,,subject2,"001",2025-08-25_17h30.34.790,StroopTask,,2025.2.0,122.74923926140416,2025-08-25 17h30.34.908376 +0530,
